lon,lat,price_sqm
139.76688623428345,35.732025806574484,122.86
139.76688623428345,35.732025806574484,76.00
139.76688623428345,35.732025806574484,86.67
139.76688623428345,35.732025806574484,137.14
139.76688623428345,35.732025806574484,98.18
139.76688623428345,35.732025806574484,125.45
139.76688623428345,35.732025806574484,90.00
139.76688623428345,35.732025806574484,106.15
139.76688623428345,35.732025806574484,112.73
139.76688623428345,35.732025806574484,71.43
139.76688623428345,35.732025806574484,95.38
139.76688623428345,35.732025806574484,120.00
139.76688623428345,35.732025806574484,160.00
139.76688623428345,35.732025806574484,96.36
139.76688623428345,35.732025806574484,111.11
139.76688623428345,35.732025806574484,130.00
139.76688623428345,35.732025806574484,115.38
139.76688623428345,35.732025806574484,70.00
139.76688623428345,35.732025806574484,70.00
139.76688623428345,35.732025806574484,37.78
139.76688623428345,35.732025806574484,120.00
139.76688623428345,35.732025806574484,89.09
139.76688623428345,35.732025806574484,135.71
139.76688623428345,35.732025806574484,97.50
139.76688623428345,35.732025806574484,108.57
139.76688623428345,35.732025806574484,98.33
139.76688623428345,35.732025806574484,137.14
139.76688623428345,35.732025806574484,40.00
139.76688623428345,35.732025806574484,96.36
139.76688623428345,35.732025806574484,114.29
139.76688623428345,35.732025806574484,103.64
139.76688623428345,35.732025806574484,69.09
139.76688623428345,35.732025806574484,137.14
139.76688623428345,35.732025806574484,72.50
139.76688623428345,35.732025806574484,150.00
139.76688623428345,35.732025806574484,125.45
139.76688623428345,35.732025806574484,66.00
139.76688623428345,35.732025806574484,138.18
139.76688623428345,35.732025806574484,87.27
139.76688623428345,35.732025806574484,52.00
139.76688623428345,35.732025806574484,96.67
139.76688623428345,35.732025806574484,52.00
139.76688623428345,35.732025806574484,95.00
139.76688623428345,35.732025806574484,105.00
139.76688623428345,35.732025806574484,90.00
139.76072251796722,35.738139437457775,98.33
139.76072251796722,35.738139437457775,87.69
139.76072251796722,35.738139437457775,125.45
139.76072251796722,35.738139437457775,72.00
139.76072251796722,35.738139437457775,73.85
139.76072251796722,35.738139437457775,61.54
139.76072251796722,35.738139437457775,72.73
139.76072251796722,35.738139437457775,68.33
139.76072251796722,35.738139437457775,97.14
139.7808176279068,35.74278966286647,40.00
139.7808176279068,35.74278966286647,47.69
139.7808176279068,35.74278966286647,83.33
139.7808176279068,35.74278966286647,58.57
139.7808176279068,35.74278966286647,62.67
139.7808176279068,35.74278966286647,55.56
139.7808176279068,35.74278966286647,108.89
139.7808176279068,35.74278966286647,48.00
139.7808176279068,35.74278966286647,55.56
139.7808176279068,35.74278966286647,57.78
139.7808176279068,35.74278966286647,53.33
139.7808176279068,35.74278966286647,51.43
139.7808176279068,35.74278966286647,91.67
139.7808176279068,35.74278966286647,42.86
139.7808176279068,35.74278966286647,62.00
139.7808176279068,35.74278966286647,44.29
139.7808176279068,35.74278966286647,112.50
139.7808176279068,35.74278966286647,54.12
139.7808176279068,35.74278966286647,77.33
139.7808176279068,35.74278966286647,65.71
139.7808176279068,35.74278966286647,37.33
139.7808176279068,35.74278966286647,50.77
139.7808176279068,35.74278966286647,100.00
139.7808176279068,35.74278966286647,50.67
139.7808176279068,35.74278966286647,114.29
139.7808176279068,35.74278966286647,115.38
139.7808176279068,35.74278966286647,73.33
139.7808176279068,35.74278966286647,62.86
139.7808176279068,35.74278966286647,32.00
139.7808176279068,35.74278966286647,78.57
139.7808176279068,35.74278966286647,50.59
139.7808176279068,35.74278966286647,46.67
139.7808176279068,35.74278966286647,63.33
139.7808176279068,35.74278966286647,105.00
139.7808176279068,35.74278966286647,110.59
139.7808176279068,35.74278966286647,36.36
139.7808176279068,35.74278966286647,86.25
139.7808176279068,35.74278966286647,120.00
139.7808176279068,35.74278966286647,107.27
139.7808176279068,35.74278966286647,117.14
139.7808176279068,35.74278966286647,112.31
139.7808176279068,35.74278966286647,45.00
139.7808176279068,35.74278966286647,92.73
139.7808176279068,35.74278966286647,90.00
139.7808176279068,35.74278966286647,55.00
139.7808176279068,35.74278966286647,136.67
139.7808176279068,35.74278966286647,96.36
139.7808176279068,35.74278966286647,101.82
139.7808176279068,35.74278966286647,61.33
139.7808176279068,35.74278966286647,118.33
139.7808176279068,35.74278966286647,54.67
139.7808176279068,35.74278966286647,88.57
139.7808176279068,35.74278966286647,31.20
139.7808176279068,35.74278966286647,75.00
139.7808176279068,35.74278966286647,67.00
139.7808176279068,35.74278966286647,100.00
139.7808176279068,35.74278966286647,50.91
139.7808176279068,35.74278966286647,70.00
139.7808176279068,35.74278966286647,121.54
139.7808176279068,35.74278966286647,82.00
139.7808176279068,35.74278966286647,77.33
139.7808176279068,35.74278966286647,78.00
139.7808176279068,35.74278966286647,26.67
139.7808176279068,35.74278966286647,127.69
139.7808176279068,35.74278966286647,73.75
139.7808176279068,35.74278966286647,65.45
139.7808176279068,35.74278966286647,95.00
139.7808176279068,35.74278966286647,105.56
139.7808176279068,35.74278966286647,56.36
139.7808176279068,35.74278966286647,68.00
139.7808176279068,35.74278966286647,60.00
139.7808176279068,35.74278966286647,82.67
139.7808176279068,35.74278966286647,62.67
139.7808176279068,35.74278966286647,40.00
139.7808176279068,35.74278966286647,137.50
139.7808176279068,35.74278966286647,140.00
139.7808176279068,35.74278966286647,69.23
139.7808176279068,35.74278966286647,48.33
139.7808176279068,35.74278966286647,64.00
139.7808176279068,35.74278966286647,72.00
139.7808176279068,35.74278966286647,105.45
139.7808176279068,35.74278966286647,60.00
139.7808176279068,35.74278966286647,39.00
139.7808176279068,35.74278966286647,71.67
139.7808176279068,35.74278966286647,142.86
139.7808176279068,35.74278966286647,32.00
139.7808176279068,35.74278966286647,77.78
139.7808176279068,35.74278966286647,80.00
139.7808176279068,35.74278966286647,43.33
139.7808176279068,35.74278966286647,86.67
139.7808176279068,35.74278966286647,40.00
139.7808176279068,35.74278966286647,87.27
139.7808176279068,35.74278966286647,38.00
139.7784787416458,35.73314493222222,144.44
139.7784787416458,35.73314493222222,53.33
139.7784787416458,35.73314493222222,60.00
139.7784787416458,35.73314493222222,61.54
139.7784787416458,35.73314493222222,67.50
139.7784787416458,35.73314493222222,72.31
139.7784787416458,35.73314493222222,169.23
139.7784787416458,35.73314493222222,35.00
139.7784787416458,35.73314493222222,36.36
139.7784787416458,35.73314493222222,73.85
139.7784787416458,35.73314493222222,93.33
139.7784787416458,35.73314493222222,80.00
139.7784787416458,35.73314493222222,128.89
139.7784787416458,35.73314493222222,64.00
139.7784787416458,35.73314493222222,73.75
139.7784787416458,35.73314493222222,81.82
139.7784787416458,35.73314493222222,163.64
139.7784787416458,35.73314493222222,57.78
139.7784787416458,35.73314493222222,171.43
139.7784787416458,35.73314493222222,81.54
139.77404236793518,35.73726422421744,123.08
139.77404236793518,35.73726422421744,77.78
139.77404236793518,35.73726422421744,78.18
139.77404236793518,35.73726422421744,111.43
139.77404236793518,35.73726422421744,72.73
139.77404236793518,35.73726422421744,90.91
139.77404236793518,35.73726422421744,40.00
139.77404236793518,35.73726422421744,46.67
139.77404236793518,35.73726422421744,100.00
139.77404236793518,35.73726422421744,90.00
139.77404236793518,35.73726422421744,54.55
139.77404236793518,35.73726422421744,77.33
139.77404236793518,35.73726422421744,100.00
139.77404236793518,35.73726422421744,93.75
139.77404236793518,35.73726422421744,74.29
139.77404236793518,35.73726422421744,100.00
139.77404236793518,35.73726422421744,30.77
139.77404236793518,35.73726422421744,74.67
139.78093028068542,35.74278966286647,57.14
139.78093028068542,35.74278966286647,87.69
139.76902663707733,35.74297688535508,66.15
139.76902663707733,35.74297688535508,90.91
139.76902663707733,35.74297688535508,68.33
139.76902663707733,35.74297688535508,64.00
139.76902663707733,35.74297688535508,48.33
139.76902663707733,35.74297688535508,65.71
139.76902663707733,35.74297688535508,61.54
139.76902663707733,35.74297688535508,58.33
139.76902663707733,35.74297688535508,74.00
139.76902663707733,35.74297688535508,50.91
139.76902663707733,35.74297688535508,56.92
139.76902663707733,35.74297688535508,57.50
139.76902663707733,35.74297688535508,96.92
139.79900300502777,35.733258150283376,69.41
139.79900300502777,35.733258150283376,70.00
139.79900300502777,35.733258150283376,66.67
139.79900300502777,35.733258150283376,100.00
139.79900300502777,35.733258150283376,80.00
139.79900300502777,35.733258150283376,56.25
139.79900300502777,35.733258150283376,72.00
139.79900300502777,35.733258150283376,80.00
139.79900300502777,35.733258150283376,135.71
139.79900300502777,35.733258150283376,90.00
